region,block,row_class,child,share,tier,provenance
IT,road_pipe,Q,ROAD.PAX,108319.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
IT,rail,other,TRN.P,0.9392,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,rail,other,TRN.F,0.0608,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,rail,fuel_liquid,TRN.P,0.703,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
IT,rail,fuel_liquid,TRN.F,0.297,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
IT,rail,Q,TRN.P,46845.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
IT,rail,Q,TRN.F,19787.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
IT,sea,other,SEA.FRT,0.5372,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,sea,other,SEA.PAX,0.4628,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,sea,fuel_liquid,SEA.PAX,0.0073,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IT,sea,fuel_liquid,SEA.FRT,0.9927,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IT,sea,Q,SEA.FRT,53708.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
IT,sea,Q,SEA.PAX,3953.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
IT,iww,other,IWW.FRT,0.2653,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,iww,other,IWW.PAX,0.7347,1-SBS,ESTAT.SBSH49 Y11 observed shares
IT,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IT,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IT,iww,Q,IWW.FRT,144.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
IT,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
IT,air,other,AIR.PAX,0.8837,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
IT,air,other,AIR.FRT,0.1163,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
IT,air,fuel_liquid,AIR.PAX,0.8837,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IT,air,fuel_liquid,AIR.FRT,0.1163,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
IT,air,Q,AIR.FRT,760.2684,observed,"ITF Y11, Mpkm; child re-denominates to it"
IT,air,Q,AIR.PAX,57754.0173,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
LT,road_pipe,other,ROAD.FRT,0.9101,1-SBS,ESTAT.SBSH49 Y11 observed shares
LT,road_pipe,other,ROAD.PAX,0.0899,1-SBS,ESTAT.SBSH49 Y11 observed shares
LT,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
LT,road_pipe,fuel_liquid,ROAD.FRT,0.9229,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
LT,road_pipe,fuel_liquid,ROAD.PAX,0.0771,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
LT,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
LT,road_pipe,Q,ROAD.FRT,20307.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
LT,road_pipe,Q,ROAD.PAX,2748.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
LT,rail,other,TRN.P,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
LT,rail,other,TRN.F,1.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
LT,rail,fuel_liquid,TRN.P,0.0175,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
LT,rail,fuel_liquid,TRN.F,0.9825,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
LT,rail,Q,TRN.P,269.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
LT,rail,Q,TRN.F,15088.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
LT,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
LT,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
LT,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LT,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LT,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
LT,sea,Q,SEA.PAX,25.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
LT,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
LT,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
LT,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LT,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LT,iww,Q,IWW.FRT,4.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
LT,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
LT,air,other,AIR.PAX,0.8536,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
LT,air,other,AIR.FRT,0.1464,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
LT,air,fuel_liquid,AIR.PAX,0.8536,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LT,air,fuel_liquid,AIR.FRT,0.1464,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LT,air,Q,AIR.FRT,2.291,observed,"ITF Y11, Mpkm; child re-denominates to it"
LT,air,Q,AIR.PAX,133.5553,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
LU,road_pipe,other,ROAD.FRT,0.8609,1-SBS,ESTAT.SBSH49 Y11 observed shares
LU,road_pipe,other,ROAD.PAX,0.1391,1-SBS,ESTAT.SBSH49 Y11 observed shares
LU,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
LU,road_pipe,fuel_liquid,ROAD.FRT,1.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
LU,road_pipe,fuel_liquid,ROAD.PAX,0.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
LU,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
LU,road_pipe,Q,ROAD.FRT,7712.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
LU,road_pipe,Q,ROAD.PAX,0.0,none,no observed volume: child stays MEUR (declared)
LU,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
LU,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
LU,rail,fuel_liquid,TRN.P,0.5638,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
LU,rail,fuel_liquid,TRN.F,0.4362,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
LU,rail,Q,TRN.P,349.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
LU,rail,Q,TRN.F,270.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
LU,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
LU,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
LU,sea,fuel_liquid,SEA.FRT,0.6651,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
LU,sea,fuel_liquid,SEA.PAX,0.3349,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
LU,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
LU,sea,Q,SEA.PAX,0.0,none,no observed volume: child stays MEUR (declared)
LU,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
LU,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
LU,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LU,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LU,iww,Q,IWW.FRT,305.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
LU,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
LU,air,other,AIR.PAX,0.0198,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
LU,air,other,AIR.FRT,0.9802,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
LU,air,fuel_liquid,AIR.PAX,0.0198,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LU,air,fuel_liquid,AIR.FRT,0.9802,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LU,air,Q,AIR.FRT,4653.873,observed,"ITF Y11, Mpkm; child re-denominates to it"
LU,air,Q,AIR.PAX,939.2389,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
LV,road_pipe,other,ROAD.FRT,0.8804,1-SBS,ESTAT.SBSH49 Y11 observed shares
LV,road_pipe,other,ROAD.PAX,0.1196,1-SBS,ESTAT.SBSH49 Y11 observed shares
LV,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
LV,road_pipe,fuel_liquid,ROAD.FRT,0.8651,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
LV,road_pipe,fuel_liquid,ROAD.PAX,0.1349,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
LV,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
LV,road_pipe,Q,ROAD.FRT,11167.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
LV,road_pipe,Q,ROAD.PAX,2820.09,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
LV,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
LV,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
LV,rail,fuel_liquid,TRN.P,0.0331,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
LV,rail,fuel_liquid,TRN.F,0.9669,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
LV,rail,Q,TRN.P,733.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
LV,rail,Q,TRN.F,21410.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
LV,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
LV,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
LV,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LV,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LV,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
LV,sea,Q,SEA.PAX,170.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
LV,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
LV,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
LV,iww,fuel_liquid,IWW.FRT,0.583,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
LV,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
LV,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
LV,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
LV,air,other,AIR.PAX,0.9849,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
LV,air,other,AIR.FRT,0.0151,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
LV,air,fuel_liquid,AIR.PAX,0.9849,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LV,air,fuel_liquid,AIR.FRT,0.0151,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
LV,air,Q,AIR.FRT,5.3135,observed,"ITF Y11, Mpkm; child re-denominates to it"
LV,air,Q,AIR.PAX,3461.0092,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
MT,road_pipe,other,ROAD.FRT,0.8016,5-median,SBS Y11 median shares (RoW / no data)
MT,road_pipe,other,ROAD.PAX,0.1984,5-median,SBS Y11 median shares (RoW / no data)
MT,road_pipe,other,PIPE,0.0,5-median,SBS Y11 median shares (RoW / no data)
MT,road_pipe,fuel_liquid,ROAD.FRT,0.8016,5-fallback,no volumes: fuel follows the 'other' shares (declared)
MT,road_pipe,fuel_liquid,ROAD.PAX,0.1984,5-fallback,no volumes: fuel follows the 'other' shares (declared)
MT,road_pipe,fuel_liquid,PIPE,0.0,5-fallback,no volumes: fuel follows the 'other' shares (declared)
MT,road_pipe,Q,ROAD.FRT,0.0,none,no observed volume: child stays MEUR (declared)
MT,road_pipe,Q,ROAD.PAX,0.0,none,no observed volume: child stays MEUR (declared)
MT,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
MT,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
MT,rail,fuel_liquid,TRN.P,0.5503,5-fallback,no volumes: fuel follows the 'other' shares (declared)
MT,rail,fuel_liquid,TRN.F,0.4497,5-fallback,no volumes: fuel follows the 'other' shares (declared)
MT,rail,Q,TRN.P,0.0,none,no observed volume: child stays MEUR (declared)
MT,rail,Q,TRN.F,0.0,none,no observed volume: child stays MEUR (declared)
MT,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
MT,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
MT,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
MT,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
MT,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
MT,sea,Q,SEA.PAX,22.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
MT,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
MT,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
MT,iww,fuel_liquid,IWW.FRT,0.583,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
MT,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
MT,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
MT,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
MT,air,other,AIR.PAX,0.9743,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
MT,air,other,AIR.FRT,0.0257,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
MT,air,fuel_liquid,AIR.PAX,0.9743,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
MT,air,fuel_liquid,AIR.FRT,0.0257,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
MT,air,Q,AIR.FRT,6.352,observed,"ITF Y11, Mpkm; child re-denominates to it"
MT,air,Q,AIR.PAX,2406.5888,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
NL,road_pipe,other,ROAD.FRT,0.8978,1-SBS,ESTAT.SBSH49 Y11 observed shares
NL,road_pipe,other,ROAD.PAX,0.085,1-SBS,ESTAT.SBSH49 Y11 observed shares
NL,road_pipe,other,PIPE,0.0171,1-SBS,ESTAT.SBSH49 Y11 observed shares
NL,road_pipe,fuel_liquid,ROAD.FRT,0.9475,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
NL,road_pipe,fuel_liquid,ROAD.PAX,0.0525,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
NL,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
NL,road_pipe,Q,ROAD.FRT,65762.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
NL,road_pipe,Q,ROAD.PAX,5900.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
NL,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
NL,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
NL,rail,fuel_liquid,TRN.P,0.7212,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
NL,rail,fuel_liquid,TRN.F,0.2788,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
NL,rail,Q,TRN.P,16500.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
NL,rail,Q,TRN.F,6378.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
NL,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
NL,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
NL,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NL,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NL,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
NL,sea,Q,SEA.PAX,314.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
NL,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
NL,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
NL,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NL,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NL,iww,Q,IWW.FRT,47303.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
NL,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
NL,air,other,AIR.PAX,0.5738,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
NL,air,other,AIR.FRT,0.4262,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
NL,air,fuel_liquid,AIR.PAX,0.5738,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NL,air,fuel_liquid,AIR.FRT,0.4262,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NL,air,Q,AIR.FRT,6347.2532,observed,"ITF Y11, Mpkm; child re-denominates to it"
NL,air,Q,AIR.PAX,85444.1495,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
PL,road_pipe,other,ROAD.FRT,0.8145,1-SBS,ESTAT.SBSH49 Y11 observed shares
PL,road_pipe,other,ROAD.PAX,0.1513,1-SBS,ESTAT.SBSH49 Y11 observed shares
PL,road_pipe,other,PIPE,0.0341,1-SBS,ESTAT.SBSH49 Y11 observed shares
PL,road_pipe,fuel_liquid,ROAD.FRT,0.878,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
PL,road_pipe,fuel_liquid,ROAD.PAX,0.122,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
PL,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
PL,road_pipe,Q,ROAD.FRT,178269.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
PL,road_pipe,Q,ROAD.PAX,40126.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
PL,rail,other,TRN.P,0.2216,1-SBS,ESTAT.SBSH49 Y11 observed shares
PL,rail,other,TRN.F,0.7784,1-SBS,ESTAT.SBSH49 Y11 observed shares
PL,rail,fuel_liquid,TRN.P,0.247,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
PL,rail,fuel_liquid,TRN.F,0.753,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
PL,rail,Q,TRN.P,17633.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
PL,rail,Q,TRN.F,53746.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
PL,sea,other,SEA.FRT,0.6903,1-SBS,ESTAT.SBSH49 Y11 observed shares
PL,sea,other,SEA.PAX,0.3097,1-SBS,ESTAT.SBSH49 Y11 observed shares
PL,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PL,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PL,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
PL,sea,Q,SEA.PAX,189.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
PL,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
PL,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
PL,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PL,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PL,iww,Q,IWW.FRT,909.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
PL,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
PL,air,other,AIR.PAX,0.9486,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
PL,air,other,AIR.FRT,0.0514,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
PL,air,fuel_liquid,AIR.PAX,0.9486,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PL,air,fuel_liquid,AIR.FRT,0.0514,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PL,air,Q,AIR.FRT,39.418,observed,"ITF Y11, Mpkm; child re-denominates to it"
PL,air,Q,AIR.PAX,7274.1945,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
PT,road_pipe,other,ROAD.FRT,0.8073,1-SBS,ESTAT.SBSH49 Y11 observed shares
PT,road_pipe,other,ROAD.PAX,0.1927,1-SBS,ESTAT.SBSH49 Y11 observed shares
PT,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
PT,road_pipe,fuel_liquid,ROAD.FRT,0.9163,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
PT,road_pipe,fuel_liquid,ROAD.PAX,0.0837,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
PT,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
PT,road_pipe,Q,ROAD.FRT,31771.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
PT,road_pipe,Q,ROAD.PAX,4700.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
PT,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
PT,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
PT,rail,fuel_liquid,TRN.P,0.646,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
PT,rail,fuel_liquid,TRN.F,0.354,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
PT,rail,Q,TRN.P,4237.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
PT,rail,Q,TRN.F,2322.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
PT,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
PT,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
PT,sea,fuel_liquid,SEA.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PT,sea,fuel_liquid,SEA.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PT,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
PT,sea,Q,SEA.PAX,63.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
PT,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
PT,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
PT,iww,fuel_liquid,IWW.FRT,0.583,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
PT,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
PT,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
PT,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
PT,air,other,AIR.PAX,0.8794,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
