region,tech,share,intensity,intensity_unit,carrier,occupancy,pkm_obs,tier,provenance
TR,CAR.LPG,0.417,5.485533e-05,t/vkm,LPG,1.5,146931.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TR,CAR.CNG,0.0,4.077467e-05,t/vkm,NGAS,1.5,146931.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TR,CAR.E,0.0,8.185288e-07,TJ/vkm,ELE,1.5,146931.0,sh:carpark-Y13|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TR,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
RU,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RU,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RU,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RU,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RU,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
RU,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
CN,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CN,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CN,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CN,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CN,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CN,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
US,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,5575419.8,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
US,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,5575419.8,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
US,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,5575419.8,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
US,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,5575419.8,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
US,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,5575419.8,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
US,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
JP,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,793585.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
JP,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,793585.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
JP,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,793585.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
JP,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,793585.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
JP,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,793585.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
JP,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
IN,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IN,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IN,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IN,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IN,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
IN,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
CA,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CA,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CA,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CA,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CA,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
CA,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
KR,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,248111.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
KR,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,248111.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
KR,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,248111.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
KR,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,248111.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
KR,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,248111.0,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
KR,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
BR,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
BR,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
BR,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
BR,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
BR,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
BR,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
MX,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MX,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MX,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MX,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MX,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
MX,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
AU,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,264726.9,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
AU,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,264726.9,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
AU,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,264726.9,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
AU,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,264726.9,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
AU,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,264726.9,sh:median|int:FULFILL-median|pkm:obs,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
AU,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
ID,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ID,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ID,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ID,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ID,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ID,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
ZA,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ZA,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ZA,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ZA,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ZA,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
ZA,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
TW,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TW,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TW,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TW,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TW,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
TW,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
WA,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WA,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WA,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WA,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WA,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WA,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
WE,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WE,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WE,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WE,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WE,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WE,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
WF,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
